user_id,first_competency_clicked,project_created
3989,Collaboration,0
3990,Creativity,0
3991,Critical Thinking,0
3992,Critical Thinking,0
3993,Creativity,0
3994,Critical Thinking,0
3995,Collaboration,0
3996,Collaboration,0
3997,Collaboration,0
3998,Collaboration,1
3999,Communication,0
4000,Critical Thinking,1
4001,Communication,1
4002,Creativity,0
4003,Creativity,0
4004,Critical Thinking,0
4005,Critical Thinking,0
4006,Collaboration,0
4007,Collaboration,0
4008,Collaboration,0
4009,Communication,0
4010,Critical Thinking,0
4011,Critical Thinking,0
4012,Collaboration,0
4013,Communication,0
4014,Critical Thinking,0
4015,Communication,0
4016,Collaboration,0
4017,Creativity,0
4018,Creativity,0
4019,Collaboration,0
4020,Critical Thinking,0
4021,Collaboration,0
4022,Critical Thinking,0
4023,Communication,0
4024,Creativity,0
4025,Communication,0
4026,Creativity,0
4027,Collaboration,0
4028,Critical Thinking,0
4029,Communication,1
4030,Collaboration,0
4031,Communication,0
4032,Collaboration,0
4033,Critical Thinking,0
4034,Creativity,0
4035,Critical Thinking,0
4036,Creativity,0
4037,Creativity,0
4038,Creativity,1
4039,Communication,0
4040,Communication,0
4041,Creativity,0
4042,Collaboration,0
4043,Collaboration,1
4044,Communication,0
4045,Collaboration,0
4046,Collaboration,0
4047,Collaboration,0
4048,Communication,0
4049,Creativity,1
4050,Critical Thinking,0
4051,Creativity,0
4052,Communication,0
4053,Creativity,0
4054,Communication,0
4055,Creativity,0
4056,Critical Thinking,1
4057,Creativity,1
4058,Critical Thinking,0
4059,Creativity,0
4060,Creativity,0
4061,Collaboration,1
4062,Critical Thinking,0
4063,Creativity,0
4064,Collaboration,0
4065,Creativity,0
4066,Critical Thinking,0
4067,Critical Thinking,0
4068,Creativity,0
4069,Communication,0
4070,Creativity,0
4071,Collaboration,0
4072,Communication,0
4073,Communication,0
4074,Communication,0
4075,Communication,0
4076,Communication,0
4077,Collaboration,0
4078,Collaboration,0
4079,Creativity,0
4080,Critical Thinking,0
4081,Communication,0
4082,Critical Thinking,0
4083,Communication,0
4084,Communication,0
4085,Critical Thinking,0
4086,Critical Thinking,0
4087,Critical Thinking,0
4088,Communication,1
4089,Creativity,0
4090,Critical Thinking,0
4091,Communication,0
4092,Collaboration,0
4093,Collaboration,0
4094,Creativity,0
4095,Collaboration,0
4096,Collaboration,0
4097,Critical Thinking,0
4098,Critical Thinking,0
4099,Collaboration,1
4100,Critical Thinking,0
4101,Communication,0
4102,Collaboration,0
4103,Communication,0
4104,Critical Thinking,0
4105,Collaboration,0
4106,Communication,0
4107,Creativity,0
4108,Critical Thinking,0
4109,Creativity,0
4110,Communication,0
4111,Communication,1
4112,Communication,0
4113,Critical Thinking,0
4114,Critical Thinking,0
4115,Communication,0
4116,Collaboration,0
4117,Creativity,0
4118,Collaboration,1
4119,Critical Thinking,1
4120,Communication,1
4121,Collaboration,0
4122,Communication,0
4123,Communication,0
4124,Creativity,1
4125,Creativity,0
4126,Communication,1
4127,Communication,0
4128,Creativity,0
4129,Collaboration,0
4130,Critical Thinking,1
4131,Collaboration,0
4132,Critical Thinking,0
4133,Communication,0
4134,Communication,0
4135,Communication,0
4136,Critical Thinking,0
4137,Communication,0
4138,Collaboration,0
4139,Communication,0
4140,Communication,0
4141,Collaboration,0
4142,Critical Thinking,0
4143,Critical Thinking,1
4144,Creativity,0
4145,Creativity,0
4146,Communication,0
4147,Critical Thinking,0
4148,Collaboration,0
4149,Communication,0
4150,Creativity,0
4151,Critical Thinking,0
4152,Critical Thinking,0
4153,Communication,0
4154,Collaboration,0
4155,Collaboration,0
4156,Critical Thinking,0
4157,Communication,1
4158,Creativity,0
4159,Creativity,0
4160,Communication,0
4161,Communication,1
4162,Critical Thinking,0
4163,Communication,0
4164,Collaboration,0
4165,Communication,1
4166,Collaboration,0
4167,Critical Thinking,0
4168,Critical Thinking,0
4169,Collaboration,0
4170,Critical Thinking,0
4171,Critical Thinking,0
4172,Creativity,1
4173,Collaboration,0
4174,Communication,0
4175,Creativity,0
4176,Creativity,0
4177,Communication,0
4178,Creativity,0
4179,Collaboration,0
4180,Collaboration,0
4181,Collaboration,0
4182,Communication,0
4183,Communication,0
4184,Collaboration,0
4185,Critical Thinking,0
4186,Communication,0
4187,Critical Thinking,0
4188,Communication,0
4189,Communication,1
4190,Communication,0
4191,Creativity,1
4192,Creativity,0
4193,Collaboration,1
4194,Communication,0
4195,Communication,0
4196,Critical Thinking,0
4197,Critical Thinking,0
4198,Collaboration,1
4199,Collaboration,0
4200,Communication,0
4201,Creativity,1
4202,Critical Thinking,0
4203,Critical Thinking,0
4204,Creativity,0
4205,Critical Thinking,1
4206,Collaboration,0
4207,Communication,0
4208,Communication,0
4209,Critical Thinking,0
4210,Critical Thinking,0
4211,Critical Thinking,1
4212,Communication,1
4213,Communication,0
4214,Critical Thinking,0
4215,Communication,0
4216,Creativity,0
4217,Critical Thinking,0
4218,Collaboration,1
4219,Communication,0
4220,Collaboration,0
4221,Collaboration,0
4222,Communication,0
4223,Creativity,0
4224,Creativity,0
4225,Communication,1
4226,Communication,1
4227,Collaboration,0
4228,Communication,1
4229,Collaboration,0
4230,Critical Thinking,0
4231,Communication,0
4232,Communication,0
4233,Collaboration,1
4234,Creativity,0
4235,Critical Thinking,0
4236,Collaboration,0
4237,Critical Thinking,0
4238,Creativity,0
4239,Communication,0
4240,Collaboration,0
4241,Communication,0
4242,Collaboration,0
4243,Creativity,0
4244,Collaboration,0
4245,Collaboration,0
4246,Creativity,1
4247,Collaboration,0
4248,Critical Thinking,0
4249,Communication,0
4250,Creativity,0
4251,Collaboration,0
4252,Critical Thinking,0
4253,Collaboration,0
4254,Communication,0
4255,Critical Thinking,0
4256,Communication,0
4257,Creativity,0
4258,Collaboration,0
4259,Collaboration,0
4260,Collaboration,0
4261,Critical Thinking,0
4262,Creativity,0
4263,Collaboration,0
4264,Collaboration,0
4265,Communication,0
4266,Collaboration,0
4267,Communication,0
4268,Critical Thinking,0
4269,Creativity,0
4270,Creativity,0
4271,Communication,0
4272,Creativity,0
4273,Critical Thinking,0
4274,Collaboration,0
4275,Communication,0
4276,Communication,0
4277,Collaboration,0
4278,Collaboration,0
4279,Critical Thinking,0
4280,Collaboration,0
4281,Critical Thinking,0
4282,Communication,1
4283,Critical Thinking,0
4284,Critical Thinking,0
4285,Communication,0
4286,Communication,0
4287,Creativity,0
4288,Communication,0
4289,Collaboration,0
4290,Creativity,0
4291,Communication,0
4292,Critical Thinking,0
4293,Communication,0
4294,Creativity,0
4295,Collaboration,1
4296,Collaboration,1
4297,Critical Thinking,0
4298,Critical Thinking,0
4299,Collaboration,1
4300,Communication,0
4301,Critical Thinking,0
4302,Creativity,0
4303,Creativity,1
4304,Communication,0
4305,Creativity,0
4306,Critical Thinking,0
4307,Collaboration,0
4308,Communication,0
4309,Creativity,0
4310,Creativity,0
4311,Collaboration,0
4312,Creativity,0
4313,Critical Thinking,0
4314,Creativity,0
4315,Creativity,0
4316,Critical Thinking,0
4317,Communication,0
4318,Critical Thinking,0
4319,Collaboration,0
4320,Communication,0
4321,Communication,0
4322,Creativity,1
4323,Communication,0
4324,Collaboration,0
4325,Creativity,0
4326,Creativity,1
4327,Critical Thinking,0
4328,Creativity,0
4329,Critical Thinking,0
4330,Creativity,0
4331,Collaboration,0
4332,Critical Thinking,0
4333,Collaboration,0
4334,Communication,0
4335,Collaboration,0
4336,Critical Thinking,0
4337,Communication,0
4338,Creativity,1
4339,Collaboration,0
4340,Critical Thinking,0
4341,Collaboration,0
4342,Critical Thinking,0
4343,Creativity,1
4344,Creativity,0
4345,Communication,0
4346,Collaboration,1
4347,Creativity,0
4348,Communication,1
4349,Creativity,0
4350,Communication,0
4351,Creativity,0
4352,Communication,0
4353,Collaboration,0
4354,Creativity,0
4355,Communication,0
4356,Communication,0
4357,Critical Thinking,0
4358,Communication,0
4359,Communication,0
4360,Critical Thinking,0
4361,Critical Thinking,0
4362,Communication,0
4363,Creativity,0
4364,Communication,0
4365,Critical Thinking,0
4366,Communication,0
4367,Critical Thinking,0
4368,Collaboration,0
4369,Critical Thinking,0
4370,Critical Thinking,0
4371,Critical Thinking,0
4372,Collaboration,0
4373,Critical Thinking,0
4374,Collaboration,0
4375,Communication,0
4376,Collaboration,0
4377,Collaboration,0
4378,Creativity,0
4379,Critical Thinking,0
4380,Communication,0
4381,Critical Thinking,0
4382,Critical Thinking,0
4383,Communication,0
4384,Communication,0
4385,Creativity,0
4386,Communication,1
4387,Creativity,1
4388,Critical Thinking,0
4389,Critical Thinking,0
4390,Critical Thinking,0
4391,Critical Thinking,1
4392,Communication,1
4393,Communication,0
4394,Critical Thinking,0
4395,Creativity,0
4396,Creativity,0
4397,Collaboration,0
4398,Critical Thinking,0
4399,Critical Thinking,0
4400,Critical Thinking,0
4401,Critical Thinking,0
4402,Communication,0
4403,Critical Thinking,0
4404,Collaboration,0
4405,Creativity,0
4406,Communication,0
4407,Creativity,0
4408,Critical Thinking,0
4409,Collaboration,0
4410,Communication,0
4411,Critical Thinking,0
4412,Critical Thinking,0
4413,Communication,0
4414,Communication,0
4415,Collaboration,0
4416,Collaboration,0
4417,Collaboration,0
4418,Critical Thinking,0
4419,Collaboration,0
4420,Critical Thinking,0
4421,Critical Thinking,1
4422,Creativity,0
4423,Communication,0
4424,Communication,0
4425,Collaboration,1
4426,Collaboration,0
4427,Critical Thinking,0
4428,Critical Thinking,0
4429,Critical Thinking,0
4430,Creativity,0
4431,Communication,0
4432,Communication,0
4433,Collaboration,0
4434,Creativity,0
4435,Critical Thinking,0
4436,Collaboration,0
4437,Collaboration,0
4438,Creativity,0
4439,Creativity,0
4440,Critical Thinking,0
4441,Creativity,0
4442,Creativity,0
4443,Critical Thinking,0
4444,Collaboration,0
4445,Collaboration,0
4446,Creativity,0
4447,Critical Thinking,1
4448,Creativity,0
4449,Collaboration,0
4450,Communication,0
4451,Collaboration,0
4452,Communication,0
4453,Creativity,0
4454,Creativity,0
4455,Creativity,1
4456,Critical Thinking,0
4457,Communication,0
4458,Critical Thinking,0
4459,Collaboration,0
4460,Communication,0
4461,Collaboration,0
4462,Communication,0
4463,Creativity,0
4464,Critical Thinking,0
4465,Communication,0
4466,Collaboration,1
4467,Critical Thinking,1
4468,Critical Thinking,1
4469,Creativity,0
4470,Creativity,0
4471,Creativity,0
4472,Creativity,0
4473,Critical Thinking,1
4474,Collaboration,0
4475,Communication,1
4476,Collaboration,0
4477,Collaboration,1
4478,Collaboration,0
4479,Communication,0
4480,Communication,0
4481,Critical Thinking,0
4482,Collaboration,0
4483,Communication,0
4484,Communication,0
4485,Critical Thinking,1
4486,Communication,0
4487,Critical Thinking,0
4488,Collaboration,0
4489,Creativity,0
4490,Communication,0
4491,Collaboration,0
4492,Communication,0
4493,Communication,0
4494,Creativity,0
4495,Communication,0
4496,Communication,0
4497,Collaboration,0
4498,Critical Thinking,0
4499,Collaboration,1
4500,Collaboration,0
4501,Communication,0
4502,Communication,0
4503,Collaboration,0
4504,Critical Thinking,1
4505,Collaboration,0
4506,Collaboration,0
4507,Communication,0
4508,Critical Thinking,0
4509,Communication,0
4510,Creativity,0
4511,Critical Thinking,0
4512,Collaboration,0
4513,Critical Thinking,0
4514,Communication,0
4515,Communication,0
4516,Collaboration,0
4517,Communication,0
4518,Creativity,0
4519,Critical Thinking,0
4520,Critical Thinking,0
4521,Creativity,0
4522,Communication,0
4523,Creativity,1
4524,Communication,0
4525,Creativity,0
4526,Collaboration,0
4527,Communication,1
4528,Creativity,0
4529,Communication,1
4530,Critical Thinking,1
4531,Collaboration,0
4532,Critical Thinking,1
4533,Critical Thinking,0
4534,Collaboration,0
4535,Communication,0
4536,Communication,0
4537,Collaboration,0
4538,Communication,0
4539,Critical Thinking,0
4540,Critical Thinking,0
4541,Critical Thinking,0
4542,Communication,0
4543,Critical Thinking,0
4544,Collaboration,0
4545,Collaboration,0
4546,Creativity,0
4547,Critical Thinking,0
4548,Communication,0
4549,Communication,0
4550,Creativity,1
4551,Creativity,0
4552,Critical Thinking,1
4553,Critical Thinking,0
4554,Creativity,0
4555,Collaboration,0
4556,Communication,0
4557,Communication,0
4558,Communication,0
4559,Creativity,0
4560,Creativity,0
4561,Communication,0
4562,Collaboration,0
4563,Creativity,0
4564,Critical Thinking,0
4565,Critical Thinking,0
4566,Creativity,0
4567,Collaboration,0
4568,Critical Thinking,1
4569,Critical Thinking,0
4570,Creativity,0
4571,Communication,0
4572,Communication,0
4573,Critical Thinking,0
4574,Creativity,0
4575,Creativity,0
4576,Collaboration,0
4577,Collaboration,0
4578,Critical Thinking,0
4579,Creativity,0
4580,Communication,0
4581,Creativity,0
4582,Collaboration,0
4583,Creativity,0
4584,Creativity,0
4585,Communication,1
4586,Creativity,0
4587,Collaboration,0
4588,Critical Thinking,0
4589,Communication,0
4590,Communication,0
4591,Communication,0
4592,Critical Thinking,0
4593,Communication,0
4594,Collaboration,0
4595,Collaboration,0
4596,Communication,0
4597,Communication,0
4598,Critical Thinking,0
4599,Collaboration,0
4600,Collaboration,0
4601,Critical Thinking,0
4602,Creativity,0
4603,Creativity,0
4604,Collaboration,0
4605,Creativity,0
4606,Creativity,0
4607,Creativity,0
4608,Critical Thinking,0
4609,Creativity,0
4610,Collaboration,0
4611,Collaboration,0
4612,Critical Thinking,0
4613,Collaboration,1
4614,Critical Thinking,0
4615,Critical Thinking,1
4616,Collaboration,0
4617,Creativity,0
4618,Creativity,1
4619,Collaboration,0
4620,Creativity,0
4621,Creativity,0
4622,Creativity,0
4623,Critical Thinking,0
4624,Communication,0
4625,Creativity,0
4626,Communication,0
4627,Collaboration,0
4628,Communication,1
4629,Communication,0
4630,Communication,0
4631,Critical Thinking,0
4632,Collaboration,0
4633,Creativity,0
4634,Creativity,0
4635,Critical Thinking,0
4636,Creativity,0
4637,Collaboration,1
4638,Communication,0
4639,Creativity,0
4640,Creativity,0
4641,Creativity,0
4642,Collaboration,0
4643,Creativity,0
4644,Critical Thinking,0
4645,Communication,0
4646,Communication,0
4647,Communication,0
4648,Collaboration,0
4649,Creativity,0
4650,Critical Thinking,0
4651,Critical Thinking,0
4652,Communication,0
4653,Collaboration,0
4654,Creativity,0
4655,Collaboration,0
4656,Critical Thinking,0
4657,Creativity,1
4658,Communication,0
4659,Critical Thinking,0
4660,Communication,0
4661,Communication,0
4662,Communication,0
4663,Collaboration,0
4664,Creativity,0
4665,Creativity,0
4666,Communication,0
4667,Critical Thinking,0
4668,Creativity,0
4669,Communication,0
4670,Communication,0
4671,Collaboration,0
4672,Creativity,0
4673,Communication,0
4674,Critical Thinking,0
4675,Collaboration,0
4676,Creativity,0
4677,Critical Thinking,1
4678,Creativity,0
4679,Communication,0
4680,Communication,0
4681,Collaboration,0
4682,Critical Thinking,0
4683,Creativity,0
4684,Collaboration,0
4685,Creativity,0
4686,Collaboration,0
4687,Critical Thinking,0
4688,Critical Thinking,0
4689,Communication,0
4690,Creativity,0
4691,Collaboration,1
4692,Collaboration,0
4693,Collaboration,0
4694,Communication,0
4695,Collaboration,0
4696,Creativity,0
4697,Communication,0
4698,Communication,0
4699,Critical Thinking,0
4700,Creativity,0
4701,Critical Thinking,0
4702,Critical Thinking,0
4703,Communication,0
4704,Communication,0
4705,Collaboration,0
4706,Collaboration,0
4707,Creativity,0
4708,Critical Thinking,0
4709,Creativity,0
4710,Communication,0
4711,Collaboration,0
4712,Collaboration,0
4713,Collaboration,0
4714,Creativity,0
4715,Communication,0
4716,Collaboration,0
4717,Communication,0
4718,Creativity,0
4719,Collaboration,0
4720,Creativity,0
4721,Collaboration,0
4722,Critical Thinking,0
4723,Critical Thinking,0
4724,Collaboration,0
4725,Critical Thinking,0
4726,Critical Thinking,1
4727,Creativity,0
4728,Creativity,0
4729,Communication,0
4730,Critical Thinking,0
4731,Critical Thinking,0
4732,Critical Thinking,0
4733,Communication,0
4734,Creativity,0
4735,Collaboration,0
4736,Critical Thinking,0
4737,Communication,0
4738,Collaboration,0
4739,Collaboration,0
4740,Communication,0
4741,Communication,0
4742,Critical Thinking,0
4743,Critical Thinking,0
4744,Creativity,0
4745,Critical Thinking,0
4746,Critical Thinking,0
4747,Critical Thinking,0
4748,Critical Thinking,0
4749,Collaboration,0
4750,Creativity,1
4751,Collaboration,0
4752,Collaboration,0
4753,Communication,0
4754,Communication,0
4755,Creativity,0
4756,Creativity,0
4757,Critical Thinking,0
4758,Creativity,1
4759,Collaboration,0
4760,Creativity,0
4761,Collaboration,1
4762,Creativity,0
4763,Creativity,1
4764,Critical Thinking,1
4765,Communication,1
4766,Creativity,0
4767,Creativity,0
4768,Critical Thinking,0
4769,Communication,1
4770,Collaboration,0
4771,Critical Thinking,0
4772,Collaboration,0
4773,Critical Thinking,0
4774,Creativity,0
4775,Collaboration,0
4776,Creativity,0
4777,Critical Thinking,0
4778,Collaboration,1
4779,Critical Thinking,0
4780,Critical Thinking,0
4781,Critical Thinking,0
4782,Critical Thinking,0
4783,Communication,0
4784,Collaboration,1
4785,Collaboration,0
4786,Collaboration,0
4787,Creativity,0
4788,Creativity,0
4789,Collaboration,0
4790,Collaboration,0
4791,Critical Thinking,0
4792,Creativity,0
4793,Critical Thinking,0
4794,Collaboration,0
4795,Collaboration,0
4796,Collaboration,0
4797,Critical Thinking,1
4798,Creativity,0
4799,Critical Thinking,0
4800,Communication,1
4801,Critical Thinking,0
4802,Critical Thinking,0
4803,Creativity,0
4804,Critical Thinking,0
4805,Creativity,0
4806,Communication,0
4807,Critical Thinking,0
4808,Creativity,0
4809,Critical Thinking,1
4810,Creativity,0
4811,Critical Thinking,0
4812,Creativity,0
4813,Critical Thinking,0
4814,Communication,0
4815,Creativity,1
4816,Creativity,0
4817,Creativity,0
4818,Creativity,0
4819,Creativity,0
4820,Critical Thinking,0
4821,Collaboration,0
4822,Collaboration,0
4823,Collaboration,0
4824,Collaboration,0
4825,Communication,0
4826,Critical Thinking,0
4827,Communication,0
4828,Critical Thinking,0
4829,Collaboration,0
4830,Communication,0
4831,Creativity,0
4832,Communication,1
4833,Communication,0
4834,Critical Thinking,1
4835,Communication,0
4836,Critical Thinking,0
4837,Collaboration,0
4838,Collaboration,0
4839,Critical Thinking,0
4840,Collaboration,0
4841,Creativity,1
4842,Creativity,1
4843,Collaboration,0
4844,Critical Thinking,0
4845,Critical Thinking,0
4846,Collaboration,0
4847,Creativity,1
4848,Critical Thinking,0
4849,Creativity,0
4850,Critical Thinking,0
4851,Creativity,0
4852,Collaboration,1
4853,Creativity,0
4854,Collaboration,0
4855,Communication,1
4856,Critical Thinking,0
4857,Critical Thinking,0
4858,Creativity,0
4859,Creativity,0
4860,Creativity,0
4861,Communication,0
4862,Creativity,0
4863,Critical Thinking,1
4864,Collaboration,0
4865,Collaboration,0
4866,Communication,0
4867,Collaboration,0
4868,Critical Thinking,0
4869,Communication,1
4870,Creativity,0
4871,Collaboration,0
4872,Critical Thinking,0
4873,Critical Thinking,0
4874,Critical Thinking,0
4875,Collaboration,0
4876,Communication,0
4877,Communication,0
4878,Communication,0
4879,Collaboration,0
4880,Creativity,0
4881,Critical Thinking,0
4882,Collaboration,0
4883,Creativity,0
4884,Critical Thinking,1
4885,Critical Thinking,0
4886,Creativity,0
4887,Collaboration,0
4888,Communication,0
4889,Critical Thinking,0
4890,Communication,0
4891,Collaboration,0
4892,Critical Thinking,0
4893,Communication,0
4894,Critical Thinking,0
4895,Collaboration,0
4896,Critical Thinking,0
4897,Critical Thinking,0
4898,Collaboration,0
4899,Critical Thinking,0
4900,Creativity,0
4901,Critical Thinking,0
4902,Collaboration,0
4903,Critical Thinking,0
4904,Collaboration,0
4905,Creativity,1
4906,Critical Thinking,0
4907,Creativity,1
4908,Critical Thinking,0
4909,Communication,0
4910,Communication,0
4911,Creativity,0
4912,Communication,1
4913,Communication,0
4914,Critical Thinking,0
4915,Critical Thinking,0
4916,Creativity,1
4917,Collaboration,0
4918,Collaboration,0
4919,Creativity,0
4920,Collaboration,0
4921,Creativity,0
4922,Communication,1
4923,Communication,0
4924,Creativity,0
4925,Critical Thinking,0
4926,Collaboration,0
4927,Collaboration,0
4928,Critical Thinking,1
4929,Communication,0
4930,Creativity,1
4931,Collaboration,0
4932,Collaboration,0
4933,Creativity,0
4934,Collaboration,0
4935,Collaboration,0
4936,Collaboration,0
4937,Creativity,0
4938,Communication,0
4939,Creativity,1
4940,Creativity,0
4941,Collaboration,1
4942,Collaboration,0
4943,Creativity,0
4944,Collaboration,0
4945,Creativity,0
4946,Creativity,0
4947,Communication,0
4948,Communication,0
4949,Creativity,0
4950,Creativity,0
4951,Collaboration,0
4952,Critical Thinking,0
4953,Collaboration,0
4954,Communication,0
4955,Collaboration,0
4956,Communication,0
4957,Collaboration,0
4958,Communication,0
4959,Critical Thinking,0
4960,Communication,0
4961,Communication,0
4962,Critical Thinking,0
4963,Collaboration,0
4964,Communication,0
4965,Collaboration,0
4966,Critical Thinking,0
4967,Creativity,0
4968,Communication,0
4969,Creativity,0
4970,Collaboration,0
4971,Collaboration,0
4972,Creativity,1
4973,Communication,1
4974,Communication,0
4975,Collaboration,0
4976,Collaboration,0
4977,Critical Thinking,0
4978,Critical Thinking,0
4979,Critical Thinking,1
4980,Critical Thinking,0
4981,Creativity,0
4982,Critical Thinking,0
4983,Communication,0
4984,Creativity,1
4985,Communication,1
4986,Critical Thinking,0
4987,Communication,0
4988,Communication,0
4989,Communication,0
4990,Creativity,0
4991,Creativity,0
4992,Communication,0
4993,Collaboration,0
4994,Communication,0
4995,Critical Thinking,0
4996,Creativity,1
4997,Critical Thinking,1
4998,Collaboration,1
4999,Creativity,0
5000,Communication,0
